Item_name,user_id,count
coffee,859109,1
coffee,859425,1
coffee,859503,1
coffee,859761,1
coffee,859904,1
coffee,859955,1
coffee,860191,1
coffee,860260,1
coffee,860650,2
coffee,861035,1
coffee,861083,1
coffee,861515,1
coffee,861590,1
coffee,861665,1
coffee,861947,2
coffee,862082,1
coffee,862569,1
coffee,862757,1
coffee,862882,1
coffee,863040,1
coffee,863441,1
coffee,863561,1
coffee,863679,1
coffee,863735,1
coffee,863985,1
coffee,864024,1
coffee,864095,1
coffee,864125,1
coffee,864272,1
coffee,864563,1
coffee,864837,2
coffee,864932,1
coffee,865040,1
coffee,865711,1
coffee,866557,1
coffee,866673,1
coffee,866724,1
coffee,866796,1
coffee,867077,1
coffee,867233,1
coffee,867247,1
coffee,867344,1
coffee,867808,1
coffee,867976,1
coffee,868102,1
coffee,868327,1
coffee,868768,2
coffee,868913,1
coffee,868916,1
coffee,869259,1
coffee,869260,1
coffee,869319,1
coffee,869383,1
coffee,869720,1
coffee,870451,2
coffee,870482,1
coffee,870683,1
coffee,871037,1
coffee,871187,1
coffee,871464,2
coffee,871603,1
coffee,871788,1
coffee,871861,1
coffee,871885,1
coffee,871890,1
coffee,872160,1
coffee,872329,2
coffee,872384,1
coffee,872430,2
coffee,872939,1
coffee,872944,1
coffee,872992,1
coffee,873007,1
coffee,873329,1
coffee,873648,2
coffee,873720,1
coffee,874046,1
coffee,874408,1
coffee,874657,2
coffee,874732,2
coffee,874742,1
coffee,874843,1
coffee,875126,1
coffee,875705,1
coffee,875887,2
coffee,876289,1
coffee,876310,1
coffee,876379,1
coffee,876489,1
coffee,876974,1
coffee,877395,1
coffee,877564,1
coffee,877685,1
coffee,877972,1
coffee,878161,1
coffee,878182,1
coffee,878313,1
coffee,879178,1
coffee,879212,1
coffee,879323,1
coffee,879442,1
coffee,879824,1
coffee,879932,1
coffee,879949,1
coffee,880021,1
coffee,880168,1
coffee,880397,1
coffee,880543,1
coffee,880571,1
coffee,880972,1
coffee,881362,1
coffee,881409,1
coffee,881593,1
coffee,881932,1
coffee,882165,1
coffee,882232,1
coffee,882472,1
coffee,882841,1
coffee,883487,1
coffee,883602,2
coffee,883750,1
coffee,884172,1
coffee,884366,1
coffee,884375,1
coffee,884402,1
coffee,884405,1
coffee,884552,1
coffee,884833,1
coffee,884916,1
coffee,885354,1
coffee,885374,1
coffee,885398,1
coffee,885431,1
coffee,885474,2
coffee,886553,1
coffee,886765,1
coffee,886981,1
coffee,887057,1
coffee,887087,1
coffee,887740,1
coffee,887830,1
coffee,887991,1
coffee,888462,1
coffee,888512,1
coffee,888631,1
coffee,888634,1
coffee,888686,1
coffee,888933,1
coffee,889067,1
coffee,889070,1
coffee,889076,1
coffee,889107,1
coffee,889209,1
coffee,889306,1
coffee,889434,1
coffee,889814,1
coffee,889849,3
coffee,889933,1
coffee,889973,1
coffee,890252,1
coffee,890279,1
coffee,890897,1
coffee,890950,2
coffee,891192,1
coffee,891849,1
coffee,891983,1
coffee,892185,1
coffee,892973,2
coffee,893072,1
coffee,893156,1
coffee,893698,1
coffee,893911,1
coffee,894042,1
coffee,894262,1
coffee,894324,1
coffee,894356,1
coffee,894519,1
coffee,894592,1
coffee,895049,1
coffee,895122,1
coffee,895248,1
coffee,895258,1
coffee,895362,1
coffee,896012,1
coffee,896408,1
coffee,896471,1
coffee,896633,1
coffee,896651,1
coffee,896863,1
coffee,896867,1
coffee,897073,1
coffee,897074,1
coffee,897557,1
coffee,897582,1
coffee,897666,2
coffee,897787,1
coffee,897832,1
coffee,897852,1
coffee,897862,1
coffee,898044,1
coffee,898064,2
coffee,898112,1
coffee,898491,1
coffee,898650,1
coffee,898882,1
coffee,899141,1
coffee,899385,1
coffee,899427,1
coffee,899467,1
coffee,899606,1
coffee,899652,1
coffee,899958,1
coffee,900073,1
coffee,900305,1
coffee,900464,1
coffee,900674,1
coffee,900889,1
coffee,900996,1
coffee,901047,1
coffee,901115,1
coffee,901467,1
coffee,901553,1
coffee,901647,1
coffee,901712,1
coffee,902247,1
coffee,902579,1
coffee,902872,1
coffee,902910,1
coffee,903432,1
coffee,903589,1
coffee,903679,1
coffee,903969,1
coffee,904240,1
coffee,904291,1
coffee,904322,1
coffee,904378,2
coffee,904422,1
coffee,904444,1
coffee,904483,1
coffee,904834,1
coffee,904923,1
coffee,904940,1
coffee,905097,1
coffee,905432,3
coffee,905621,1
coffee,905758,1
coffee,905780,1
coffee,905827,1
coffee,905953,1
coffee,905954,1
coffee,906284,1
coffee,906330,1
coffee,906380,1
coffee,906541,1
coffee,906610,2
coffee,906808,1
coffee,906809,1
coffee,906972,1
coffee,906985,1
coffee,907096,1
coffee,907349,1
coffee,907453,1
coffee,907488,1
coffee,907635,1
coffee,907844,1
coffee,908415,1
coffee,908931,1
coffee,909750,1
coffee,909948,1
coffee,910131,1
coffee,910330,1
coffee,910589,1
coffee,910609,1
coffee,910772,1
coffee,910960,1
coffee,911319,1
coffee,911540,1
coffee,911543,1
coffee,911632,1
coffee,911697,1
coffee,911960,1
coffee,912093,1
coffee,912314,1
coffee,912434,1
coffee,912622,1
coffee,912700,2
coffee,912819,1
coffee,912897,1
coffee,912956,2
coffee,913003,1
coffee,913329,1
coffee,913517,1
coffee,913550,1
coffee,913693,2
coffee,913704,1
coffee,913744,1
coffee,914081,1
coffee,914148,1
coffee,914261,1
coffee,914267,1
coffee,914521,1
coffee,915043,1
coffee,915298,1
coffee,915471,1
coffee,915582,1
coffee,915656,1
coffee,915746,1
coffee,916149,2
coffee,916327,1
coffee,916836,1
coffee,916948,1
coffee,917199,1
coffee,917878,1
coffee,917935,1
coffee,918017,1
coffee,918035,1
coffee,918085,1
coffee,918573,1
coffee,918661,1
coffee,918738,1
coffee,918814,1
coffee,919004,1
coffee,919068,1
coffee,919089,1
coffee,919129,1
coffee,919429,1
coffee,919551,1
coffee,919701,1
coffee,919754,1
coffee,919930,1
coffee,919937,1
coffee,920002,3
coffee,920006,1
coffee,920036,1
coffee,920112,1
coffee,920285,1
coffee,920394,2
coffee,920411,2
coffee,920668,1
coffee,920919,1
coffee,921060,1
coffee,921234,1
coffee,921335,1
coffee,921702,1
coffee,921802,1
coffee,922406,1
coffee,922891,1
coffee,923035,1
coffee,923275,1
coffee,923307,1
coffee,923380,2
coffee,923738,1
coffee,924212,2
coffee,924458,1
coffee,925002,1
coffee,925203,1
coffee,925353,1
coffee,925381,1
coffee,925460,1
coffee,925776,1
coffee,925792,1
coffee,926204,1
coffee,926251,1
coffee,926341,1
coffee,926702,1
coffee,926724,1
coffee,927062,1
coffee,927074,1
coffee,927123,1
coffee,927920,1
coffee,927971,1
coffee,928064,1
coffee,928121,1
coffee,928296,1
coffee,928316,1
coffee,928329,1
coffee,928373,1
coffee,928488,1
coffee,928775,1
coffee,928824,1
coffee,928987,1
coffee,929064,2
coffee,929331,3
coffee,929390,1
coffee,929418,1
coffee,929680,2
coffee,929835,1
coffee,929948,1
coffee,930239,1
coffee,930315,1
coffee,930692,2
coffee,930795,1
coffee,931030,1
coffee,931673,1
coffee,931909,1
coffee,932014,1
coffee,932287,1
coffee,932296,1
coffee,932464,1
coffee,932643,1
coffee,932762,1
coffee,932812,1
coffee,933179,1
coffee,933204,1
coffee,933293,1
coffee,933340,2
coffee,933448,1
coffee,933630,1
coffee,933680,1
coffee,934117,1
coffee,934435,1
coffee,934601,1
coffee,934904,1
coffee,935156,1
coffee,935171,1
coffee,935571,1
coffee,935624,1
coffee,935964,2
coffee,936327,1
coffee,936626,2
coffee,936863,1
coffee,936923,1
coffee,937507,1
coffee,938062,1
coffee,938216,1
coffee,938252,1
coffee,938412,1
coffee,939112,2
coffee,939309,1
coffee,940013,1
coffee,940019,1
coffee,940131,1
coffee,940207,1
coffee,940449,1
coffee,940573,1
coffee,940767,1
coffee,940805,1
coffee,941091,1
coffee,941175,1
coffee,941326,1
coffee,941348,1
coffee,941404,1
coffee,941511,1
coffee,941982,1
coffee,941995,1
coffee,942084,1
coffee,942229,1
coffee,942270,1
coffee,942278,1
coffee,942396,1
coffee,942534,2
coffee,942927,1
coffee,942958,1
coffee,943163,3
coffee,943245,1
coffee,943344,1
coffee,943478,1
coffee,943669,1
coffee,943675,1
coffee,943726,1
coffee,944072,1
coffee,944152,1
coffee,944323,2
coffee,944669,1
coffee,944888,1
coffee,945055,1
coffee,945173,1
coffee,945288,1
coffee,945303,1
coffee,945309,1
coffee,945404,1
coffee,945486,1
coffee,945500,1
coffee,945570,1
coffee,945662,1
coffee,945877,1
coffee,946277,2
coffee,946446,1
coffee,946453,1
coffee,946623,1
coffee,946720,1
coffee,947003,1
coffee,947815,1
coffee,947989,1
coffee,947993,2
coffee,948084,1
coffee,948158,1
coffee,948451,1
coffee,948695,1
coffee,948721,1
coffee,949320,1
coffee,949482,1
coffee,949775,1
coffee,950094,1
coffee,950687,1
coffee,950935,1
coffee,951143,2
coffee,951149,1
coffee,951388,1
coffee,951626,1
coffee,951644,1
coffee,951689,1
coffee,951836,1
coffee,951844,1
coffee,951860,2
coffee,951939,3
coffee,952054,1
coffee,952164,1
coffee,952903,1
coffee,953063,1
coffee,953175,1
coffee,953535,1
coffee,953706,1
coffee,953878,1
coffee,954045,1
coffee,954097,1
coffee,954399,1
coffee,954636,1
coffee,955142,1
coffee,955336,1
coffee,955515,1
coffee,956273,1
coffee,956666,1
coffee,956989,1
coffee,957485,1
coffee,957598,1
coffee,957913,1
coffee,957925,1
coffee,958185,2
coffee,958372,1
coffee,959589,1
coffee,959708,2
coffee,959832,1
coffee,960597,1
coffee,960758,1
coffee,960892,1
coffee,961108,1
coffee,961130,1
coffee,961268,1
coffee,961351,1
coffee,961519,1
coffee,961849,1
coffee,961906,1
coffee,962022,1
coffee,962211,1
coffee,962253,1
coffee,962358,1
coffee,962388,1
coffee,962484,1
coffee,962889,1
coffee,963216,1
coffee,963405,1
coffee,963512,1
coffee,963714,1
coffee,963750,1
coffee,963987,1
coffee,964340,1
coffee,964451,1
coffee,964502,1
coffee,964518,1
coffee,964549,1
coffee,964943,1
coffee,964963,1
coffee,965075,1
coffee,965241,1
coffee,965386,1
coffee,965459,1
coffee,965493,1
coffee,966067,1
coffee,966074,2
coffee,966141,1
coffee,966235,1
coffee,966555,1
coffee,966752,1
coffee,966963,1
coffee,967496,1
coffee,967573,2
coffee,968010,1
coffee,968459,2
coffee,968529,1
coffee,968693,1
coffee,968888,1
coffee,968899,2
coffee,968905,1
coffee,969133,1
coffee,969157,1
coffee,969243,1
coffee,969267,1
coffee,969364,1
coffee,970335,1
coffee,970463,3
coffee,970932,1
coffee,970967,1
coffee,970996,1
coffee,971201,1
coffee,971452,1
coffee,971681,2
coffee,971969,1
coffee,972151,1
coffee,972458,1
coffee,972733,1
coffee,972986,1
coffee,973119,1
coffee,973240,1
coffee,973409,1
coffee,973645,1
coffee,973683,1
coffee,973756,1
coffee,973771,1
coffee,973825,1
coffee,973827,1
coffee,974078,1
coffee,974279,1
coffee,974920,1
coffee,975033,1
coffee,975063,1
coffee,975840,1
coffee,975985,1
coffee,976590,1
coffee,976841,1
coffee,977243,1
coffee,977270,1
coffee,977284,1
coffee,977376,1
coffee,977442,1
coffee,977521,1
coffee,977694,1
coffee,978251,1
coffee,978398,2
coffee,978508,2
coffee,978618,2
coffee,978964,1
coffee,979022,1
coffee,979073,1
coffee,979080,2
coffee,979098,1
coffee,979214,1
coffee,979564,2
coffee,979782,1
coffee,979937,1
coffee,980436,1
coffee,980541,1
coffee,980687,1
coffee,980717,1
coffee,980848,2
coffee,980851,1
coffee,981034,1
coffee,981120,1
coffee,981317,1
coffee,981431,1
coffee,981719,1
coffee,981733,1
coffee,981768,1
coffee,981875,1
coffee,981988,2
coffee,982056,1
coffee,982163,1
coffee,982204,1
coffee,982421,1
coffee,982436,1
coffee,982458,1
coffee,982490,1
coffee,982546,2
coffee,982566,1
coffee,982831,1
coffee,983304,1
coffee,983752,1
coffee,983820,1
coffee,984359,1
coffee,984395,1
coffee,984663,2
coffee,984768,1
coffee,984793,1
coffee,984816,1
coffee,984900,1
coffee,984918,2
coffee,984944,1
coffee,985239,1
coffee,985479,2
coffee,985775,1
coffee,985894,1
coffee,986130,1
coffee,986370,1
coffee,986532,1
coffee,986579,1
coffee,986617,1
coffee,986938,1
coffee,987013,1
coffee,987218,1
coffee,987347,1
coffee,987640,1
coffee,987873,1
coffee,987928,1
coffee,988123,1
coffee,988726,1
coffee,988741,1
coffee,988773,1
coffee,988803,1
coffee,988809,1
coffee,988940,1
coffee,988972,1
coffee,989274,1
coffee,989304,1
coffee,989783,1
coffee,989912,1
coffee,990069,1
coffee,990186,1
coffee,990232,2
coffee,990288,1
coffee,990422,1
coffee,990685,1
coffee,991029,1
coffee,991261,1
coffee,991390,1
coffee,991885,1
coffee,992261,2
coffee,992325,1
coffee,992542,1
coffee,992861,1
coffee,992927,1
coffee,993197,1
coffee,993360,1
coffee,993503,1
coffee,993569,1
coffee,994536,1
coffee,994545,1
coffee,994660,2
coffee,994781,1
coffee,994873,1
coffee,994880,1
coffee,994953,1
coffee,995184,1
coffee,995561,1
coffee,995562,1
coffee,995577,1
coffee,995670,1
coffee,995797,1
coffee,995960,1
coffee,996072,1
coffee,996228,1
coffee,996380,4
coffee,996519,1
coffee,996635,1
coffee,996927,1
coffee,997147,1
coffee,997380,1
coffee,997416,1
coffee,997728,1
coffee,997745,1
coffee,997974,1
coffee,998143,1
coffee,998411,1
coffee,998448,1
coffee,998563,1
coffee,999074,1
coffee,999502,1
coffee,999583,1
coffee,999640,1
coffee,999679,1
coffee,1000074,1
coffee,1000096,1
coffee,1000103,1
coffee,1000355,1
coffee,1000584,1
coffee,1000664,1
coffee,1000683,1
coffee,1000840,1
coffee,1000961,1
coffee,1001282,1
coffee,1002175,1
coffee,1002419,2
coffee,1002528,1
coffee,1002689,1
coffee,1003264,1
coffee,1003550,1
coffee,1003781,1
coffee,1003831,1
coffee,1004068,1
coffee,1004090,1
coffee,1004116,1
coffee,1004308,1
coffee,1004538,1
coffee,1004750,2
coffee,1004839,1
coffee,1005064,1
coffee,1005113,1
coffee,1005448,2
coffee,1005707,1
coffee,1005831,1
coffee,1005890,2
coffee,1005906,1
coffee,1006187,1
coffee,1006408,1
coffee,1006456,1
coffee,1006778,1
coffee,1006924,1
coffee,1007227,1
coffee,1007351,1
coffee,1008349,2
coffee,1008637,1
coffee,1008786,1
coffee,1008806,1
coffee,1008872,1
coffee,1008966,1
coffee,1008998,1
coffee,1009218,1
coffee,1009440,1
coffee,1009541,1
coffee,1009794,1
coffee,1009917,1
coffee,1010063,1
coffee,1010274,2
coffee,1010725,1
coffee,1010759,1
coffee,1011297,1
coffee,1011482,1
coffee,1011771,1
coffee,1011898,1
coffee,1011914,1
coffee,1012028,1
coffee,1012407,1
coffee,1012468,1
coffee,1012524,1
coffee,1012774,2
coffee,1012878,1
coffee,1013112,1
coffee,1013237,2
coffee,1013366,1
coffee,1013798,2
coffee,1013838,1
coffee,1014128,1
coffee,1014280,1
coffee,1014448,1
coffee,1014548,1
coffee,1014554,1
coffee,1014569,2
coffee,1014673,1
coffee,1014730,1
coffee,1014763,1
coffee,1015177,2
coffee,1015243,1
coffee,1015297,1
coffee,1015693,1
coffee,1015851,1
coffee,1016313,1
coffee,1016409,1
coffee,1016600,1
coffee,1016887,1
coffee,1016970,1
coffee,1017023,1
coffee,1017216,1
coffee,1017239,1
coffee,1017376,1
coffee,1017409,1
coffee,1017486,1
coffee,1018085,2
coffee,1018090,1
coffee,1018542,1
coffee,1018554,1
coffee,1018666,1
coffee,1018748,1
coffee,1018764,1
coffee,1018893,1
coffee,1019049,1
coffee,1019231,1
coffee,1019321,1
coffee,1019387,2
coffee,1019834,1
coffee,1019914,1
coffee,1019975,1
coffee,1020068,1
coffee,1020117,1
coffee,1020174,2
coffee,1020409,1
coffee,1020422,1
coffee,1020449,1
coffee,1020466,1
coffee,1020497,1
coffee,1020778,1
coffee,1020792,2
coffee,1020936,1
coffee,1021013,1
coffee,1021134,1
coffee,1021345,1
coffee,1021673,1
coffee,1021826,2
coffee,1021992,1
coffee,1022174,1
coffee,1022429,1
coffee,1022430,2
coffee,1022526,1
coffee,1023239,1
coffee,1023244,1
coffee,1023453,1
coffee,1023617,1
coffee,1023726,1
coffee,1023836,1
coffee,1024226,2
coffee,1024260,2
coffee,1024422,1
coffee,1024472,1
coffee,1024721,1
coffee,1024868,1
coffee,1025142,2
coffee,1025152,1
coffee,1025303,1
coffee,1025465,1
coffee,1027232,2
coffee,1027243,1
coffee,1027296,2
coffee,1027420,1
coffee,1027532,1
coffee,1027627,1
coffee,1028600,1
coffee,1028639,1
coffee,1028882,2
coffee,1028965,2
coffee,1029630,1
coffee,1029891,1
coffee,1030151,1
coffee,1030181,1
coffee,1030308,1
coffee,1030396,1
coffee,1030944,1
coffee,1030987,1
coffee,1031106,1
coffee,1031401,1
coffee,1031660,3
coffee,1031939,1
coffee,1032057,1
coffee,1032080,1
coffee,1032206,1
coffee,1032385,1
coffee,1032581,1
coffee,1032670,1
coffee,1032733,1
coffee,1032921,1
coffee,1033057,1
coffee,1033322,1
coffee,1033435,1
coffee,1033693,1
coffee,1033773,1
coffee,1034083,1
coffee,1034093,1
coffee,1034213,2
coffee,1034245,1
coffee,1034261,1
coffee,1034417,1
coffee,1034761,1
coffee,1035602,1
coffee,1035691,1
coffee,1036250,1
coffee,1036634,1
coffee,1036657,1
coffee,1036673,1
coffee,1036696,1
coffee,1036740,2
coffee,1036827,1
coffee,1037082,1
coffee,1037192,1
coffee,1037506,1
coffee,1037634,1
coffee,1037741,1
coffee,1037876,1
coffee,1037882,2
coffee,1037885,1
coffee,1037894,1
coffee,1037945,2
coffee,1038239,1
coffee,1038282,1
coffee,1038598,1
coffee,1038694,1
coffee,1039009,1
coffee,1039169,1
coffee,1039180,1
coffee,1039324,2
coffee,1039503,2
coffee,1039940,1
coffee,1039979,1
coffee,1039986,1
coffee,1040434,1
coffee,1040530,1
coffee,1040611,1
coffee,1040641,1
coffee,1040956,1
coffee,1041050,1
coffee,1041091,1
coffee,1041108,2
coffee,1041627,1
coffee,1041895,1
coffee,1041904,1
coffee,1041999,1
coffee,1042035,1
coffee,1042121,1
coffee,1042267,1
coffee,1042290,1
coffee,1042399,2
coffee,1042426,1
coffee,1042639,2
coffee,1042780,1
coffee,1042946,1
coffee,1043071,1
coffee,1043094,1
coffee,1043320,1
coffee,1043530,1
coffee,1043833,1
coffee,1043974,1
coffee,1044034,1
coffee,1044045,1
coffee,1044237,1
coffee,1044294,1
coffee,1044870,1
coffee,1045145,1
coffee,1045201,1
coffee,1045450,1
coffee,1045697,1
coffee,1046308,1
coffee,1046608,1
coffee,1046926,1
coffee,1047022,1
coffee,1047217,1
coffee,1047242,1
coffee,1047440,2
coffee,1047918,2
coffee,1048132,1
coffee,1048220,2
coffee,1048328,1
coffee,1048382,1
coffee,1048399,1
coffee,1048579,1
coffee,1048701,1
coffee,1048859,1
coffee,1048865,1
coffee,1048992,2
coffee,1049092,1
coffee,1049112,1
coffee,1049528,1
coffee,1049544,1
coffee,1049675,1
coffee,1049821,1
coffee,1049839,1
coffee,1050101,2
coffee,1050122,1
coffee,1050367,2
coffee,1050401,1
coffee,1050446,1
coffee,1051054,1
coffee,1051540,1
coffee,1051650,1
coffee,1051758,1
coffee,1052118,1
coffee,1052159,1
coffee,1052165,1
coffee,1052736,1
coffee,1052786,1
coffee,1052848,1
coffee,1052962,1
coffee,1053985,1
coffee,1054078,2
coffee,1054118,1
coffee,1054258,1
coffee,1054305,1
coffee,1054477,1
coffee,1054955,1
coffee,1055231,1
coffee,1055396,1
coffee,1055572,1
coffee,1055933,1
coffee,1056196,1
coffee,1056463,1
coffee,1056844,1
coffee,1057052,1
coffee,1057145,1
coffee,1057573,1
coffee,1058633,1
coffee,1058972,1
coffee,1059028,1
coffee,1059231,1
coffee,1059384,1
coffee,1059494,1
coffee,1059599,1
coffee,1060099,1
coffee,1060333,1
coffee,1060390,1
coffee,1060781,1
coffee,1060801,2
coffee,1060922,1
coffee,1061906,1
coffee,1062074,1
coffee,1062194,1
coffee,1062230,1
coffee,1062237,1
coffee,1062251,1
coffee,1062263,1
coffee,1062627,1
coffee,1062829,2
coffee,1062841,1
coffee,1062889,1
coffee,1062966,1
coffee,1063389,1
coffee,1063392,1
coffee,1063509,1
coffee,1063689,1
coffee,1063704,1
coffee,1064402,1
coffee,1064594,1
coffee,1064972,1
coffee,1065128,1
coffee,1065331,1
coffee,1065430,1
coffee,1065459,1
coffee,1065640,2
coffee,1065973,1
coffee,1066022,1
coffee,1066519,1
coffee,1066567,1
coffee,1066717,1
coffee,1067026,1
coffee,1067101,1
coffee,1067108,1
coffee,1067155,2
coffee,1067337,1
coffee,1067421,2
coffee,1067435,2
coffee,1067847,1
coffee,1068024,1
coffee,1068569,2
coffee,1068697,1
coffee,1068800,1
coffee,1069107,1
coffee,1069195,1
coffee,1069934,1
coffee,1069982,1
coffee,1069984,1
coffee,1069991,1
coffee,1070077,1
coffee,1070112,1
coffee,1070119,1
coffee,1070270,1
coffee,1070292,1
coffee,1070498,1
coffee,1070617,1
coffee,1070634,1
coffee,1070646,2
coffee,1070776,1
coffee,1070923,1
coffee,1071124,2
coffee,1071434,1
coffee,1071606,1
coffee,1071626,3
coffee,1071635,1
coffee,1072017,1
coffee,1072061,1
coffee,1072415,1
coffee,1072681,1
coffee,1072810,1
coffee,1072889,2
coffee,1072922,1
coffee,1072985,1
coffee,1073248,1
coffee,1073392,1
coffee,1074194,1
coffee,1074455,1
coffee,1074476,1
coffee,1074676,2
coffee,1074697,1
coffee,1075050,1
coffee,1075099,1
coffee,1075127,1
coffee,1075386,1
coffee,1075437,1
coffee,1075673,1
coffee,1076029,1
coffee,1076048,1
coffee,1076194,1
coffee,1076448,1
coffee,1076485,1
coffee,1076574,1
coffee,1076692,1
coffee,1076925,1
coffee,1076958,1
coffee,1076965,2
coffee,1077012,1
coffee,1077275,1
coffee,1077304,1
coffee,1077318,1
coffee,1077463,1
coffee,1077629,1
coffee,1077643,1
coffee,1077736,1
coffee,1077856,1
coffee,1078248,1
coffee,1078446,1
coffee,1078614,1
coffee,1078633,1
coffee,1078715,1
coffee,1078988,1
coffee,1079372,1
coffee,1079416,2
coffee,1079740,1
coffee,1079993,1
coffee,1080380,1
coffee,1080506,1
coffee,1080656,1
coffee,1080710,1
coffee,1080931,1
coffee,1081060,1
coffee,1081099,1
coffee,1081279,1
coffee,1081292,1
coffee,1081437,1
coffee,1081691,2
coffee,1081742,1
coffee,1081896,1
coffee,1081997,1
coffee,1082232,1
coffee,1082404,1
coffee,1082447,1
coffee,1082463,1
coffee,1082675,1
coffee,1083021,2
coffee,1083282,1
coffee,1083318,1
coffee,1083363,1
coffee,1083427,1
coffee,1083477,2
coffee,1083786,1
coffee,1083873,1
coffee,1083988,1
coffee,1084196,2
coffee,1084308,2
coffee,1084714,1
coffee,1085150,1
coffee,1085323,2
coffee,1085341,1
coffee,1086591,1
coffee,1086637,1
coffee,1086884,1
coffee,1087133,1
coffee,1087457,1
coffee,1087678,2
coffee,1087762,1
coffee,1087771,1
coffee,1088183,1
coffee,1088220,1
coffee,1088284,1
coffee,1088385,1
coffee,1088574,1
coffee,1088678,1
coffee,1088724,2
coffee,1088843,1
coffee,1088886,1
coffee,1089074,1
coffee,1089212,2
coffee,1089484,1
coffee,1089642,1
coffee,1089645,1
coffee,1089769,1
coffee,1089908,1
coffee,1090025,1
coffee,1090129,1
coffee,1090223,2
coffee,1090257,1
coffee,1090319,1
coffee,1090373,1
coffee,1090427,1
coffee,1090712,1
coffee,1090740,1
coffee,1091089,1
coffee,1091106,2
coffee,1091379,3
coffee,1091620,1
coffee,1091666,1
coffee,1091767,1
coffee,1091999,2
coffee,1092037,1
coffee,1092186,1
coffee,1092265,1
coffee,1093594,1
coffee,1093724,1
coffee,1093763,1
coffee,1093971,1
coffee,1094037,1
coffee,1094117,1
coffee,1094122,1
coffee,1094211,1
coffee,1094423,2
coffee,1094591,1
coffee,1095047,1
coffee,1095060,1
coffee,1095069,1
coffee,1096037,1
coffee,1096280,1
coffee,1096417,1
coffee,1096548,1
coffee,1097153,1
coffee,1097163,1
coffee,1097522,1
coffee,1097823,1
coffee,1098010,2
coffee,1098208,1
coffee,1098288,1
coffee,1098382,2
coffee,1098393,1
coffee,1098551,1
coffee,1098813,2
coffee,1099202,1
coffee,1099233,1
coffee,1099950,1
coffee,1099971,1
coffee,1100109,2
coffee,1100175,1
coffee,1100348,1
coffee,1100539,1
coffee,1100816,1
coffee,1100981,2
coffee,1101118,1
coffee,1101349,1
coffee,1101762,1
coffee,1102036,1
coffee,1102077,1
coffee,1102093,1
coffee,1102427,1
coffee,1102492,1
coffee,1102690,1
coffee,1102726,1
coffee,1102787,1
coffee,1102856,1
coffee,1102893,1
coffee,1103113,1
coffee,1103277,1
coffee,1103285,1
coffee,1103816,1
coffee,1104162,1
coffee,1104424,1
coffee,1104462,1
coffee,1104724,1
coffee,1105064,1
coffee,1105286,1
coffee,1105553,1
coffee,1105580,1
coffee,1106840,1
coffee,1107099,2
coffee,1107203,1
coffee,1107483,1
coffee,1107567,1
coffee,1107590,1
coffee,1107869,1
coffee,1108098,1
coffee,1108347,1
coffee,1108411,1
coffee,1108533,1
coffee,1108795,1
coffee,1108859,1
coffee,1109057,2
coffee,1109424,1
coffee,1109620,1
coffee,1109763,1
coffee,1109844,1
coffee,1109980,1
coffee,1110200,1
coffee,1110307,1
coffee,1110775,1
coffee,1110942,1
coffee,1110955,1
coffee,1111146,1
coffee,1111244,1
coffee,1111259,1
coffee,1111450,1
coffee,1111475,1
coffee,1111758,1
coffee,1111994,1
coffee,1112559,2
